,ID,gender,age,race,country_home,state_home,county_home,sports_5_12,sports_13_18,primary_sport_highschool,secondary_sport_highschool,leadership_role_highschool,stop_point,study_time_highschool,club_participation_highschool,club_highschool_num,highschool_gpa,highschool_training_days_per_week,highschool_training_hours_per_day,college_athlete_desire,sports_on_college_app,year_in_school,major,college_name,major_not_bing,not_bing_apply_bing,accepted_bing_not_bing,college_gpa,post_college_plan,college_ncaa_athlete,college_teams,college_intramural_sports,college_train_days_per_week,college_train_hours_per_day,sports_grade_impact,on_colleg_athlete_scholarship,how_recruited_to_ncaa
137,137,MALE,19,WHITE,US,NY,NASSAU,YES,YES,BASEBALL,BASKETBALL,YES,END OF HIGH SCHOOL,2,YES,2,96.0,6,2,NO,YES,JUNIOR,"MATHEMATICAL SCIENCES, BS",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.5,GRADUATE SCHOOL,NO,NONE,YES,0,0,POSITIVE EFFECT,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
138,138,MALE,18,"NATIVE HAWAIIAN OR PACIFIC ISLANDER, WHITE",US,NY,ERIE,YES,YES,LACROSSE,GOLF,YES,NEVER STOPPED,5,YES,3,96.0,5,1,YES,YES,FRESHMAN,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,NO GPA YET,EMPLOYMENT,NO,NONE,YES,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
139,139,FEMALE,19,WHITE,US,NY,ERIE,YES,NO,NONE,NONE,NO,BEFORE MIDDLE SCHOOL,5,YES,5,97.0,0,0,NO,NO,SOPHOMORE,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.88,EMPLOYMENT,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
140,140,MALE,20,WHITE,US,NY,WESTCHESTER,YES,YES,BASEBALL,AMERICAN FOOTBALL,NO,END OF HIGH SCHOOL,1,YES,4,95.0,5,2,NO,YES,JUNIOR,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,4,GRADUATE SCHOOL,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
141,141,MALE,20,WHITE,US,NY,SUFFOLK,YES,YES,WRESTLING,NONE,NO,END OF HIGH SCHOOL,0,YES,2,97.73,6,3,NO,YES,JUNIOR,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.4,EMPLOYMENT,NO,NONE,YES,0,0,NO EFFECT,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
142,142,MALE,20,ASIAN,US,NY,WESTCHESTER,NO,NO,NONE,NONE,NO,NEVER PLAYED,4,YES,2,96.0,0,0,NO,NO,JUNIOR,"MATHEMATICAL SCIENCES, BS",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.98,EMPLOYMENT,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
143,143,MALE,20,WHITE,US,NY,QUEENS,YES,NO,NONE,NONE,NO,NEVER PLAYED,1,YES,1,92.0,0,0,NO,NO,JUNIOR,"MATHEMATICAL SCIENCES, BS",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,4,GRADUATE SCHOOL,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
144,144,FEMALE,19,ASIAN,US,NY,QUEENS,NO,YES,SOFTBALL,DANCE,NO,DURING HIGH SCHOOL,3,NO,0,98.0,4,2,NO,NO,SOPHOMORE,"BUSINESS ADMINISTRATION, BS",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.71,EMPLOYMENT,NO,NONE,NO,0,0,NO EFFECT,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
145,145,MALE,20,WHITE,US,NY,GENESEE,YES,YES,HOCKEY,BASEBALL,YES,END OF HIGH SCHOOL,3,YES,4,98.0,7,2,NO,YES,JUNIOR,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.3,EMPLOYMENT,NO,NONE,YES,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
146,146,FEMALE,20,WHITE,US,NY,ERIE,YES,YES,SOFTBALL,BASKETBALL,YES,NEVER STOPPED,1,YES,2,98.5,5,2,YES,YES,JUNIOR,"MATHEMATICAL SCIENCES, BS",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.3,BOTH,NO,NONE,YES,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
147,147,MALE,18,WHITE,US,NY,MONROE,YES,NO,NONE,NONE,NO,END OF MIDDLE SCHOOL,6,YES,4,98.0,0,0,NO,NO,FRESHMAN,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,NO GPA YET,GRADUATE SCHOOL,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
148,148,MALE,21,WHITE,US,PA,BUCKS,YES,YES,SOCCER,NONE,NO,END OF HIGH SCHOOL,2,YES,2,92.0,3,2,NO,YES,JUNIOR,"MATHEMATICAL SCIENCES, BS",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.78,EMPLOYMENT,NO,NONE,YES,0,0,NEUTRAL,NO,NOT A NCAA ATHLETE
149,149,MALE,21,WHITE,US,NY,SCHOHARIE,YES,YES,AMERICAN FOOTBALL,XC/TRACK AND FIELD,NO,END OF HIGH SCHOOL,5,YES,2,93.0,6,3,NO,YES,SENIOR,"MATHEMATICAL SCIENCES, BS",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.96,GRADUATE SCHOOL,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
150,150,TRANS/QUEER/NONBINARY,18,WHITE,US,NY,ONONDAGA,YES,NO,NONE,NONE,NO,BEFORE MIDDLE SCHOOL,8,YES,4,99.0,0,0,NO,NO,SOPHOMORE,"MATHEMATICAL SCIENCES, BS",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,4,GRADUATE SCHOOL,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
151,151,FEMALE,21,WHITE,US,NY,WESTCHESTER,NO,YES,LACROSSE,NONE,NO,DURING HIGH SCHOOL,15,YES,2,98.0,5,3,NO,YES,SENIOR,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,2.94,BOTH,NO,NONE,NO,0,0,NEUTRAL,NO,NOT A NCAA ATHLETE
152,152,MALE,19,ASIAN,US,NY,NASSAU,NO,NO,NONE,NONE,NO,NEVER PLAYED,8,YES,4,99.94,0,0,NO,NO,SOPHOMORE,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.89,EMPLOYMENT,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
153,153,MALE,18,BLACK OR AFRICAN AMERICAN,US,NY,ORANGE,YES,YES,XC/TRACK AND FIELD,NONE,NO,END OF HIGH SCHOOL,3,YES,5,95.0,7,3,YES,YES,SOPHOMORE,"MATHEMATICAL SCIENCES, BS",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.2,BOTH,NO,NONE,YES,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
154,154,FEMALE,19,ASIAN,US,NJ,MIDDLESEX,YES,YES,WRESTLING,SOFTBALL,YES,END OF HIGH SCHOOL,8,YES,4,87.5,7,3,NO,YES,JUNIOR,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.31,EMPLOYMENT,NO,NONE,YES,0,0,POSITIVE EFFECT,NO,NOT A NCAA ATHLETE
155,155,MALE,23,ASIAN,US,NY,TOMPKINS,NO,NO,NONE,NONE,NO,NEVER PLAYED,8,YES,2,UNKNOWN,0,0,NO,NO,GRADUATE STUDENT,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.626,BOTH,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
156,156,MALE,18,WHITE,US,NY,RICHMOND,YES,YES,XC/TRACK AND FIELD,NONE,YES,NEVER STOPPED,5,NO,0,97.0,7,2,YES,YES,FRESHMAN,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,NO GPA YET,BOTH,NO,NONE,NO,0,0,POSITIVE EFFECT,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
157,157,FEMALE,19,WHITE,US,NY,ONONDAGA,YES,NO,NONE,NONE,NO,BEFORE MIDDLE SCHOOL,8,YES,5,99.0,0,0,NO,NO,SOPHOMORE,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.92,EMPLOYMENT,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
158,158,FEMALE,21,WHITE,US,NY,WAYNE,YES,YES,TENNIS,XC/TRACK AND FIELD,YES,END OF HIGH SCHOOL,4,YES,5,99.0,5,3,NO,NO,GRADUATE STUDENT,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.89,GRADUATE SCHOOL,NO,NONE,NO,0,0,NO EFFECT,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
159,159,FEMALE,20,WHITE,US,PA,MONTGOMERY,YES,YES,TENNIS,XC/TRACK AND FIELD,YES,NEVER STOPPED,8,YES,2,UNKNOWN,5,2,NO,YES,JUNIOR,"MATHEMATICAL SCIENCES, BS",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.96,BOTH,NO,NONE,YES,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
160,160,FEMALE,18,WHITE,US,NY,PUTNAM,YES,YES,FIELD HOCKEY,GOLF,YES,END OF HIGH SCHOOL,4,YES,3,98.0,6,2,NO,YES,FRESHMAN,"ECONOMICS, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,NO GPA YET,EMPLOYMENT,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
161,161,FEMALE,20,WHITE,US,NY,RICHMOND,YES,YES,DANCE,SOCCER,YES,END OF HIGH SCHOOL,4,YES,5,95.0,4,2,NO,YES,GRADUATE STUDENT,"POLITICAL SCIENCE, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.6,EMPLOYMENT,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
162,162,MALE,18,WHITE,US,NY,SUFFOLK,YES,YES,HOCKEY,BASKETBALL,YES,DURING HIGH SCHOOL,1,YES,3,97.0,0,0,NO,YES,FRESHMAN,UNDECLARED,BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,NO GPA YET,EMPLOYMENT,NO,NONE,NO,0,0,POSITIVE EFFECT,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
163,163,MALE,22,WHITE,US,MA,MIDDLESEX,YES,YES,VOLLEYBALL,NONE,NO,DURING HIGH SCHOOL,8,YES,2,94.0,5,2,NO,YES,SENIOR,"CHEMISTRY, BS",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.82,BOTH,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
164,164,FEMALE,21,WHITE,US,NY,SULLIVAN,YES,YES,CHEER,NONE,NO,END OF HIGH SCHOOL,8,YES,5,100.0,4,2,NO,YES,SENIOR,"ENVIRONMENTAL STUDIES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.65,GRADUATE SCHOOL,NO,NONE,YES,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
165,165,MALE,19,WHITE,US,NY,CHEMUNG,NO,YES,TENNIS,NONE,YES,NEVER STOPPED,6,YES,2,98.0,5,2,NO,YES,FRESHMAN,"MECHANICAL ENGINEERING, BS",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,NO GPA YET,EMPLOYMENT,NO,NONE,YES,0,0,POSITIVE EFFECT,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
166,166,MALE,17,ASIAN,US,NY,ROCKLAND,NO,YES,NONE,NONE,NO,DURING HIGH SCHOOL,4,YES,5,98.0,0,0,YES,YES,FRESHMAN,"INTEGRATIVE NEUROSCIENCE, BS",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,NO GPA YET,BOTH,NO,NONE,YES,0,0,NEGATIVE EFFECT,NO,NOT A NCAA ATHLETE
167,167,FEMALE,19,WHITE,US,NY,LEWIS,YES,YES,CHEER,NONE,YES,END OF HIGH SCHOOL,3,YES,5,99.0,6,2,NO,YES,SOPHOMORE,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.76,BOTH,NO,NONE,NO,0,0,NO EFFECT,NO,NOT A NCAA ATHLETE
168,168,FEMALE,18,WHITE,US,NY,KINGS,YES,YES,SOFTBALL,VOLLEYBALL,NO,NEVER STOPPED,8,YES,5,100.0,7,3,NO,YES,FRESHMAN,"PHILOSOPHY, POLITICS, AND LAW, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,NO GPA YET,BOTH,NO,NONE,NO,0,0,NO EFFECT,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
169,169,FEMALE,18,WHITE,US,NY,DELAWARE,YES,YES,HOCKEY,XC/TRACK AND FIELD,NO,END OF HIGH SCHOOL,2,YES,5,94.0,5,2,NO,YES,FRESHMAN,"INTEGRATIVE NEUROSCIENCE, BS",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,NO GPA YET,BOTH,NO,NONE,NO,0,0,POSITIVE EFFECT,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
170,170,FEMALE,18,ASIAN,US,NY,QUEENS,NO,NO,NONE,NONE,NO,NEVER PLAYED,2,YES,3,100.0,0,0,NO,NO,FRESHMAN,UNDECLARED,BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,NO GPA YET,EMPLOYMENT,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
